Request id,Pickup point,Driver id,Status,Request,timestamp,Drop,timestamp
413,City,0,No Cars Available,11-07-16,8:37:00 AM,NA,
416,City,0,No Cars Available,11-07-16,8:39:00 AM,NA,
434,City,0,No Cars Available,11-07-16,9:09:00 AM,NA,
435,City,0,No Cars Available,11-07-16,8:55:00 AM,NA,
440,City,0,No Cars Available,11-07-16,9:08:00 AM,NA,
442,City,0,No Cars Available,11-07-16,9:15:00 AM,NA,
452,City,0,No Cars Available,11-07-16,9:16:00 AM,NA,
453,City,0,No Cars Available,11-07-16,9:13:00 AM,NA,
456,City,0,No Cars Available,11-07-16,9:13:00 AM,NA,
460,City,0,No Cars Available,11-07-16,9:21:00 AM,NA,
472,City,0,No Cars Available,11-07-16,9:25:00 AM,NA,
473,Airport,0,No Cars Available,11-07-16,9:22:00 AM,NA,
478,City,0,No Cars Available,11-07-16,9:16:00 AM,NA,
487,City,0,No Cars Available,11-07-16,9:31:00 AM,NA,
496,City,0,No Cars Available,11-07-16,9:29:00 AM,NA,
498,City,0,No Cars Available,11-07-16,9:35:00 AM,NA,
502,City,0,No Cars Available,11-07-16,9:40:00 AM,NA,
503,City,0,No Cars Available,11-07-16,9:37:00 AM,NA,
506,City,0,No Cars Available,11-07-16,9:43:00 AM,NA,
509,City,0,No Cars Available,11-07-16,9:42:00 AM,NA,
516,City,0,No Cars Available,11-07-16,9:49:00 AM,NA,
522,City,0,No Cars Available,11-07-16,9:48:00 AM,NA,
524,City,0,No Cars Available,11-07-16,9:50:00 AM,NA,
527,City,0,No Cars Available,11-07-16,9:52:00 AM,NA,
530,City,0,No Cars Available,11-07-16,9:57:00 AM,NA,
539,City,0,No Cars Available,11-07-16,9:59:00 AM,NA,
541,City,0,No Cars Available,11-07-16,10:03:00 AM,NA,
548,City,0,No Cars Available,11-07-16,10:04:00 AM,NA,
562,Airport,0,No Cars Available,11-07-16,10:18:00 AM,NA,
563,Airport,0,No Cars Available,11-07-16,10:17:00 AM,NA,
566,City,0,No Cars Available,11-07-16,10:20:00 AM,NA,
567,Airport,0,No Cars Available,11-07-16,10:21:00 AM,NA,
576,City,0,No Cars Available,11-07-16,10:58:00 AM,NA,
581,Airport,0,No Cars Available,11-07-16,11:00:00 AM,NA,
587,City,0,No Cars Available,11-07-16,11:17:00 AM,NA,
593,City,0,No Cars Available,11-07-16,11:22:00 AM,NA,
594,Airport,0,No Cars Available,11-07-16,11:31:00 AM,NA,
601,City,0,No Cars Available,11-07-16,11:40:00 AM,NA,
606,City,0,No Cars Available,11-07-16,11:42:00 AM,NA,
611,Airport,0,No Cars Available,11-07-16,11:53:00 AM,NA,
613,City,0,No Cars Available,11-07-16,11:56:00 AM,NA,
617,Airport,0,No Cars Available,11-07-16,11:57:00 AM,NA,
624,City,0,No Cars Available,11-07-16,12:06:00 PM,NA,
633,City,0,No Cars Available,11-07-16,12:26:00 PM,NA,
646,Airport,0,No Cars Available,11-07-16,12:37:00 PM,NA,
654,Airport,0,No Cars Available,11-07-16,12:45:00 PM,NA,
655,City,0,No Cars Available,11-07-16,12:53:00 PM,NA,
658,City,0,No Cars Available,11-07-16,12:54:00 PM,NA,
659,City,0,No Cars Available,11-07-16,12:55:00 PM,NA,
665,Airport,0,No Cars Available,11-07-16,1:04:00 AM,NA,
667,City,0,No Cars Available,11-07-16,1:01:00 AM,NA,
668,City,0,No Cars Available,11-07-16,1:06:00 AM,NA,
670,Airport,0,No Cars Available,11-07-16,1:18:00 AM,NA,
673,Airport,0,No Cars Available,11-07-16,1:24:00 AM,NA,
674,City,0,No Cars Available,11-07-16,1:15:00 AM,NA,
678,Airport,0,No Cars Available,11-07-16,1:33:00 AM,NA,
685,City,0,No Cars Available,11-07-16,1:43:00 AM,NA,
690,Airport,0,No Cars Available,11-07-16,1:41:00 AM,NA,
691,City,0,No Cars Available,11-07-16,1:46:00 AM,NA,
695,City,0,No Cars Available,11-07-16,1:54:00 AM,NA,
696,City,0,No Cars Available,11-07-16,2:01:00 AM,NA,
705,Airport,0,No Cars Available,11-07-16,2:12:00 AM,NA,
713,City,0,No Cars Available,11-07-16,2:41:00 AM,NA,
716,City,0,No Cars Available,11-07-16,2:52:00 AM,NA,
722,Airport,0,No Cars Available,11-07-16,2:57:00 AM,NA,
730,Airport,0,No Cars Available,11-07-16,3:14:00 AM,NA,
731,City,0,No Cars Available,11-07-16,3:11:00 AM,NA,
734,City,0,No Cars Available,11-07-16,3:22:00 AM,NA,
755,Airport,0,No Cars Available,11-07-16,4:03:00 AM,NA,
762,City,0,No Cars Available,11-07-16,4:12:00 AM,NA,
764,City,0,No Cars Available,11-07-16,4:21:00 AM,NA,
765,Airport,0,No Cars Available,11-07-16,4:16:00 AM,NA,
767,City,0,No Cars Available,11-07-16,4:24:00 AM,NA,
768,Airport,0,No Cars Available,11-07-16,4:26:00 AM,NA,
770,Airport,0,No Cars Available,11-07-16,4:27:00 AM,NA,
776,City,0,No Cars Available,11-07-16,4:34:00 AM,NA,
783,City,0,No Cars Available,11-07-16,4:48:00 AM,NA,
786,Airport,0,No Cars Available,11-07-16,4:50:00 AM,NA,
787,Airport,0,No Cars Available,11-07-16,4:50:00 AM,NA,
795,Airport,0,No Cars Available,11-07-16,5:09:00 AM,NA,
796,Airport,0,No Cars Available,11-07-16,5:11:00 AM,NA,
798,Airport,0,No Cars Available,11-07-16,5:17:00 AM,NA,
802,Airport,0,No Cars Available,11-07-16,5:15:00 AM,NA,
803,Airport,0,No Cars Available,11-07-16,5:14:00 AM,NA,
804,Airport,0,No Cars Available,11-07-16,5:18:00 AM,NA,
806,Airport,0,No Cars Available,11-07-16,5:15:00 AM,NA,
807,Airport,0,No Cars Available,11-07-16,5:20:00 AM,NA,
808,Airport,0,No Cars Available,11-07-16,5:19:00 AM,NA,
809,Airport,0,No Cars Available,11-07-16,5:24:00 AM,NA,
810,Airport,0,No Cars Available,11-07-16,5:20:00 AM,NA,
811,Airport,0,No Cars Available,11-07-16,5:23:00 AM,NA,
812,Airport,0,No Cars Available,11-07-16,5:28:00 AM,NA,
813,Airport,0,No Cars Available,11-07-16,5:23:00 AM,NA,
814,Airport,0,No Cars Available,11-07-16,5:21:00 AM,NA,
815,Airport,0,No Cars Available,11-07-16,5:25:00 AM,NA,
816,Airport,0,No Cars Available,11-07-16,5:24:00 AM,NA,
818,Airport,0,No Cars Available,11-07-16,5:31:00 AM,NA,
820,Airport,0,No Cars Available,11-07-16,5:21:00 AM,NA,
822,Airport,0,No Cars Available,11-07-16,5:33:00 AM,NA,
823,Airport,0,No Cars Available,11-07-16,5:28:00 AM,NA,
824,Airport,0,No Cars Available,11-07-16,5:34:00 AM,NA,
825,Airport,0,No Cars Available,11-07-16,5:36:00 AM,NA,
827,Airport,0,No Cars Available,11-07-16,5:35:00 AM,NA,
829,Airport,0,No Cars Available,11-07-16,5:35:00 AM,NA,
830,Airport,0,No Cars Available,11-07-16,5:34:00 AM,NA,
835,Airport,0,No Cars Available,11-07-16,5:42:00 AM,NA,
836,Airport,0,No Cars Available,11-07-16,5:40:00 AM,NA,
837,City,0,No Cars Available,11-07-16,5:41:00 AM,NA,
839,Airport,0,No Cars Available,11-07-16,5:44:00 AM,NA,
841,Airport,0,No Cars Available,11-07-16,5:39:00 AM,NA,
842,Airport,0,No Cars Available,11-07-16,5:40:00 AM,NA,
849,Airport,0,No Cars Available,11-07-16,5:45:00 AM,NA,
850,Airport,0,No Cars Available,11-07-16,5:50:00 AM,NA,
851,Airport,0,No Cars Available,11-07-16,5:48:00 AM,NA,
854,Airport,0,No Cars Available,11-07-16,5:48:00 AM,NA,
858,Airport,0,No Cars Available,11-07-16,5:56:00 AM,NA,
861,Airport,0,No Cars Available,11-07-16,5:53:00 AM,NA,
862,Airport,0,No Cars Available,11-07-16,5:51:00 AM,NA,
864,Airport,0,No Cars Available,11-07-16,5:59:00 AM,NA,
866,Airport,0,No Cars Available,11-07-16,6:00:00 AM,NA,
868,Airport,0,No Cars Available,11-07-16,5:58:00 AM,NA,
869,Airport,0,No Cars Available,11-07-16,5:58:00 AM,NA,
873,Airport,0,No Cars Available,11-07-16,5:57:00 AM,NA,
874,Airport,0,No Cars Available,11-07-16,6:04:00 AM,NA,
875,Airport,0,No Cars Available,11-07-16,5:57:00 AM,NA,
877,Airport,0,No Cars Available,11-07-16,6:02:00 AM,NA,
879,Airport,0,No Cars Available,11-07-16,6:02:00 AM,NA,
880,Airport,0,No Cars Available,11-07-16,6:01:00 AM,NA,
881,Airport,0,No Cars Available,11-07-16,6:05:00 AM,NA,
882,Airport,0,No Cars Available,11-07-16,6:10:00 AM,NA,
883,Airport,0,No Cars Available,11-07-16,6:07:00 AM,NA,
885,Airport,0,No Cars Available,11-07-16,6:09:00 AM,NA,
886,Airport,0,No Cars Available,11-07-16,6:05:00 AM,NA,
888,Airport,0,No Cars Available,11-07-16,6:09:00 AM,NA,
889,Airport,0,No Cars Available,11-07-16,6:11:00 AM,NA,
890,Airport,0,No Cars Available,11-07-16,6:07:00 AM,NA,
892,Airport,0,No Cars Available,11-07-16,6:12:00 AM,NA,
893,Airport,0,No Cars Available,11-07-16,6:11:00 AM,NA,
894,Airport,0,No Cars Available,11-07-16,6:07:00 AM,NA,
895,Airport,0,No Cars Available,11-07-16,6:10:00 AM,NA,
896,City,0,No Cars Available,11-07-16,6:11:00 AM,NA,
897,Airport,0,No Cars Available,11-07-16,6:13:00 AM,NA,
901,Airport,0,No Cars Available,11-07-16,6:14:00 AM,NA,
902,Airport,0,No Cars Available,11-07-16,6:13:00 AM,NA,
905,Airport,0,No Cars Available,11-07-16,6:17:00 AM,NA,
906,Airport,0,No Cars Available,11-07-16,6:12:00 AM,NA,
907,Airport,0,No Cars Available,11-07-16,6:21:00 AM,NA,
908,Airport,0,No Cars Available,11-07-16,6:17:00 AM,NA,
911,Airport,0,No Cars Available,11-07-16,6:21:00 AM,NA,
912,Airport,0,No Cars Available,11-07-16,6:23:00 AM,NA,
915,Airport,0,No Cars Available,11-07-16,6:18:00 AM,NA,
916,Airport,0,No Cars Available,11-07-16,6:21:00 AM,NA,
917,Airport,0,No Cars Available,11-07-16,6:28:00 AM,NA,
920,Airport,0,No Cars Available,11-07-16,6:19:00 AM,NA,
921,Airport,0,No Cars Available,11-07-16,6:24:00 AM,NA,
922,Airport,0,No Cars Available,11-07-16,6:16:00 AM,NA,
924,Airport,0,No Cars Available,11-07-16,6:30:00 AM,NA,
925,Airport,0,No Cars Available,11-07-16,6:22:00 AM,NA,
931,Airport,0,No Cars Available,11-07-16,6:27:00 AM,NA,
933,Airport,0,No Cars Available,11-07-16,6:29:00 AM,NA,
934,Airport,0,No Cars Available,11-07-16,6:29:00 AM,NA,
935,Airport,0,No Cars Available,11-07-16,6:22:00 AM,NA,
937,Airport,0,No Cars Available,11-07-16,6:29:00 AM,NA,
938,Airport,0,No Cars Available,11-07-16,6:31:00 AM,NA,
940,Airport,0,No Cars Available,11-07-16,6:32:00 AM,NA,
941,Airport,0,No Cars Available,11-07-16,6:35:00 AM,NA,
942,Airport,0,No Cars Available,11-07-16,6:30:00 AM,NA,
945,Airport,0,No Cars Available,11-07-16,6:38:00 AM,NA,
946,Airport,0,No Cars Available,11-07-16,6:36:00 AM,NA,
948,Airport,0,No Cars Available,11-07-16,6:37:00 AM,NA,
949,Airport,0,No Cars Available,11-07-16,6:41:00 AM,NA,
950,Airport,0,No Cars Available,11-07-16,6:36:00 AM,NA,
953,Airport,0,No Cars Available,11-07-16,6:35:00 AM,NA,
955,Airport,0,No Cars Available,11-07-16,6:40:00 AM,NA,
956,Airport,0,No Cars Available,11-07-16,6:40:00 AM,NA,
957,Airport,0,No Cars Available,11-07-16,6:42:00 AM,NA,
958,Airport,0,No Cars Available,11-07-16,6:42:00 AM,NA,
959,Airport,0,No Cars Available,11-07-16,6:43:00 AM,NA,
961,Airport,0,No Cars Available,11-07-16,6:46:00 AM,NA,
962,Airport,0,No Cars Available,11-07-16,6:51:00 AM,NA,
964,Airport,0,No Cars Available,11-07-16,6:46:00 AM,NA,
965,Airport,0,No Cars Available,11-07-16,6:50:00 AM,NA,
966,Airport,0,No Cars Available,11-07-16,6:48:00 AM,NA,
968,Airport,0,No Cars Available,11-07-16,6:49:00 AM,NA,
969,Airport,0,No Cars Available,11-07-16,6:55:00 AM,NA,
970,Airport,0,No Cars Available,11-07-16,6:49:00 AM,NA,
971,Airport,0,No Cars Available,11-07-16,6:49:00 AM,NA,
973,Airport,0,No Cars Available,11-07-16,6:54:00 AM,NA,
974,Airport,0,No Cars Available,11-07-16,6:58:00 AM,NA,
977,Airport,0,No Cars Available,11-07-16,7:01:00 AM,NA,
978,Airport,0,No Cars Available,11-07-16,7:02:00 AM,NA,
979,Airport,0,No Cars Available,11-07-16,7:00:00 AM,NA,
982,Airport,0,No Cars Available,11-07-16,7:01:00 AM,NA,
983,Airport,0,No Cars Available,11-07-16,6:58:00 AM,NA,
984,Airport,0,No Cars Available,11-07-16,7:02:00 AM,NA,
985,City,0,No Cars Available,11-07-16,6:58:00 AM,NA,
986,Airport,0,No Cars Available,11-07-16,7:01:00 AM,NA,
987,Airport,0,No Cars Available,11-07-16,6:59:00 AM,NA,
988,Airport,0,No Cars Available,11-07-16,7:02:00 AM,NA,
989,Airport,0,No Cars Available,11-07-16,6:57:00 AM,NA,
990,Airport,0,No Cars Available,11-07-16,7:03:00 AM,NA,
991,Airport,0,No Cars Available,11-07-16,7:02:00 AM,NA,
994,Airport,0,No Cars Available,11-07-16,7:02:00 AM,NA,
996,Airport,0,No Cars Available,11-07-16,7:10:00 AM,NA,
997,Airport,0,No Cars Available,11-07-16,7:05:00 AM,NA,
1000,Airport,0,No Cars Available,11-07-16,7:02:00 AM,NA,
1001,Airport,0,No Cars Available,11-07-16,7:05:00 AM,NA,
1003,Airport,0,No Cars Available,11-07-16,7:12:00 AM,NA,
1004,Airport,0,No Cars Available,11-07-16,7:11:00 AM,NA,
1009,Airport,0,No Cars Available,11-07-16,7:11:00 AM,NA,
1013,Airport,0,No Cars Available,11-07-16,7:15:00 AM,NA,
1016,Airport,0,No Cars Available,11-07-16,7:15:00 AM,NA,
1017,Airport,0,No Cars Available,11-07-16,7:17:00 AM,NA,
1018,Airport,0,No Cars Available,11-07-16,7:17:00 AM,NA,
1019,Airport,0,No Cars Available,11-07-16,7:22:00 AM,NA,
1021,Airport,0,No Cars Available,11-07-16,7:20:00 AM,NA,
1022,Airport,0,No Cars Available,11-07-16,7:22:00 AM,NA,
1023,Airport,0,No Cars Available,11-07-16,7:18:00 AM,NA,
1025,Airport,0,No Cars Available,11-07-16,7:19:00 AM,NA,
1026,Airport,0,No Cars Available,11-07-16,7:19:00 AM,NA,
1028,Airport,0,No Cars Available,11-07-16,7:17:00 AM,NA,
1029,Airport,0,No Cars Available,11-07-16,7:16:00 AM,NA,
1031,Airport,0,No Cars Available,11-07-16,7:24:00 AM,NA,
1032,Airport,0,No Cars Available,11-07-16,7:24:00 AM,NA,
1033,Airport,0,No Cars Available,11-07-16,7:30:00 AM,NA,
1035,Airport,0,No Cars Available,11-07-16,7:29:00 AM,NA,
1036,Airport,0,No Cars Available,11-07-16,7:33:00 AM,NA,
1037,Airport,0,No Cars Available,11-07-16,7:31:00 AM,NA,
1038,Airport,0,No Cars Available,11-07-16,7:35:00 AM,NA,
1041,Airport,0,No Cars Available,11-07-16,7:34:00 AM,NA,
1042,Airport,0,No Cars Available,11-07-16,7:33:00 AM,NA,
1043,Airport,0,No Cars Available,11-07-16,7:34:00 AM,NA,
1045,City,0,No Cars Available,11-07-16,7:40:00 AM,NA,
1047,Airport,0,No Cars Available,11-07-16,7:39:00 AM,NA,
1048,Airport,0,No Cars Available,11-07-16,7:41:00 AM,NA,
1049,Airport,0,No Cars Available,11-07-16,7:40:00 AM,NA,
1053,Airport,0,No Cars Available,11-07-16,7:45:00 AM,NA,
1054,Airport,0,No Cars Available,11-07-16,7:42:00 AM,NA,
1055,City,0,No Cars Available,11-07-16,7:46:00 AM,NA,
1058,Airport,0,No Cars Available,11-07-16,7:47:00 AM,NA,
1061,Airport,0,No Cars Available,11-07-16,7:44:00 AM,NA,
1062,Airport,0,No Cars Available,11-07-16,7:53:00 AM,NA,
1063,Airport,0,No Cars Available,11-07-16,7:51:00 AM,NA,
1067,Airport,0,No Cars Available,11-07-16,7:53:00 AM,NA,
1069,Airport,0,No Cars Available,11-07-16,7:57:00 AM,NA,
1072,Airport,0,No Cars Available,11-07-16,7:54:00 AM,NA,
1073,Airport,0,No Cars Available,11-07-16,7:58:00 AM,NA,
1074,Airport,0,No Cars Available,11-07-16,8:00:00 AM,NA,
1075,City,0,No Cars Available,11-07-16,8:01:00 AM,NA,
1076,Airport,0,No Cars Available,11-07-16,8:02:00 AM,NA,
1078,Airport,0,No Cars Available,11-07-16,8:01:00 AM,NA,
1079,Airport,0,No Cars Available,11-07-16,8:01:00 AM,NA,
1081,Airport,0,No Cars Available,11-07-16,8:07:00 AM,NA,
1082,Airport,0,No Cars Available,11-07-16,8:06:00 AM,NA,
1083,Airport,0,No Cars Available,11-07-16,8:04:00 AM,NA,
1087,Airport,0,No Cars Available,11-07-16,8:09:00 AM,NA,
1088,Airport,0,No Cars Available,11-07-16,8:06:00 AM,NA,
1089,Airport,0,No Cars Available,11-07-16,8:05:00 AM,NA,
1090,Airport,0,No Cars Available,11-07-16,8:03:00 AM,NA,
1091,Airport,0,No Cars Available,11-07-16,8:05:00 AM,NA,
1092,Airport,0,No Cars Available,11-07-16,8:14:00 AM,NA,
1093,Airport,0,No Cars Available,11-07-16,8:06:00 AM,NA,
1095,Airport,0,No Cars Available,11-07-16,8:12:00 AM,NA,
1096,Airport,0,No Cars Available,11-07-16,8:11:00 AM,NA,
1099,Airport,0,No Cars Available,11-07-16,8:15:00 AM,NA,
1102,Airport,0,No Cars Available,11-07-16,8:08:00 AM,NA,
1103,Airport,0,No Cars Available,11-07-16,8:12:00 AM,NA,
1105,Airport,0,No Cars Available,11-07-16,8:18:00 AM,NA,
1106,Airport,0,No Cars Available,11-07-16,8:11:00 AM,NA,
1111,Airport,0,No Cars Available,11-07-16,8:22:00 AM,NA,
1118,Airport,0,No Cars Available,11-07-16,8:23:00 AM,NA,
1120,Airport,0,No Cars Available,11-07-16,8:29:00 AM,NA,
1121,Airport,0,No Cars Available,11-07-16,8:23:00 AM,NA,
1122,Airport,0,No Cars Available,11-07-16,8:29:00 AM,NA,
1124,Airport,0,No Cars Available,11-07-16,8:23:00 AM,NA,
1125,City,0,No Cars Available,11-07-16,8:29:00 AM,NA,
1126,Airport,0,No Cars Available,11-07-16,8:28:00 AM,NA,
1127,Airport,0,No Cars Available,11-07-16,8:30:00 AM,NA,
1128,Airport,0,No Cars Available,11-07-16,8:30:00 AM,NA,
1131,Airport,0,No Cars Available,11-07-16,8:35:00 AM,NA,
1132,City,0,No Cars Available,11-07-16,8:26:00 AM,NA,
1139,Airport,0,No Cars Available,11-07-16,8:33:00 AM,NA,
1140,Airport,0,No Cars Available,11-07-16,8:31:00 AM,NA,
1141,Airport,0,No Cars Available,11-07-16,8:38:00 AM,NA,
1143,Airport,0,No Cars Available,11-07-16,8:37:00 AM,NA,
1144,Airport,0,No Cars Available,11-07-16,8:41:00 AM,NA,
1145,Airport,0,No Cars Available,11-07-16,8:40:00 AM,NA,
1146,Airport,0,No Cars Available,11-07-16,8:40:00 AM,NA,
1148,City,0,No Cars Available,11-07-16,8:45:00 AM,NA,
1149,Airport,0,No Cars Available,11-07-16,8:43:00 AM,NA,
1150,Airport,0,No Cars Available,11-07-16,8:45:00 AM,NA,
1153,Airport,0,No Cars Available,11-07-16,8:40:00 AM,NA,
1154,Airport,0,No Cars Available,11-07-16,8:47:00 AM,NA,
1155,Airport,0,No Cars Available,11-07-16,8:46:00 AM,NA,
1157,Airport,0,No Cars Available,11-07-16,8:47:00 AM,NA,
1158,Airport,0,No Cars Available,11-07-16,8:44:00 AM,NA,
1159,Airport,0,No Cars Available,11-07-16,8:45:00 AM,NA,
1160,Airport,0,No Cars Available,11-07-16,8:47:00 AM,NA,
1161,Airport,0,No Cars Available,11-07-16,8:47:00 AM,NA,
1165,City,0,No Cars Available,11-07-16,8:48:00 AM,NA,
1166,Airport,0,No Cars Available,11-07-16,8:49:00 AM,NA,
1168,Airport,0,No Cars Available,11-07-16,8:48:00 AM,NA,
1169,Airport,0,No Cars Available,11-07-16,8:54:00 AM,NA,
1173,Airport,0,No Cars Available,11-07-16,8:57:00 AM,NA,
1174,Airport,0,No Cars Available,11-07-16,8:58:00 AM,NA,
1176,Airport,0,No Cars Available,11-07-16,9:01:00 AM,NA,
